Drug A,Drug B,Cell Line Name,Score
Fulvestrant,Tretinoin,MDA-MB-468,3.7777777777777777
Dasatinib,Celecoxib,SK-MEL-28,-9.888888888888893
Thalidomide,Paclitaxel,SK-MEL-28,0.3333333333333333
Dasatinib,Tretinoin,PC-3,-0.2222222222222222
Thalidomide,Tretinoin,HT29,-4.666666666666667
Vinblastine sulfate (hydrate),Celecoxib,HOP-62,-2.6666666666666665
Quinacrine hydrochloride,Tamoxifen citrate,HL-60(TB),-0.7777777777777778
Nilotinib,Mitotane,RPMI-8226,-5.666666666666668
Everolimus,Paclitaxel,A549/ATCC,9.111111111111107
Fulvestrant,Vorinostat,OVCAR-8,-3.555555555555556
Docetaxel,Sirolimus,PC-3,3.111111111111111
Sirolimus,Vinblastine sulfate (hydrate),MDA-MB-468,-1.4444444444444444
Dasatinib,Paclitaxel,HL-60(TB),-2.2222222222222223
Everolimus,Docetaxel,HL-60(TB),-2.0
Dasatinib,Docetaxel,HL-60(TB),-1.5555555555555556
Thalidomide,Cladribine,SF-539,-9.111111111111107
Mitotane,Imatinib mesylate,EKVX,-6.5555555555555545
Mitotane,Docetaxel,SK-MEL-28,3.2222222222222223
Mitotane,Nilotinib,U251,-7.1111111111111125
Fulvestrant,Dasatinib,U251,-4.111111111111111
Sirolimus,Mitotane,A498,0.8888888888888888
Mitotane,Docetaxel,SF-295,3.333333333333333
Vorinostat,Sirolimus,DU-145,-1.0
Fulvestrant,Vorinostat,DU-145,2.4444444444444446
Vinblastine sulfate (hydrate),Sirolimus,U251,-7.777777777777778
Sorafenib tosylate,Tretinoin,PC-3,4.888888888888889
Sorafenib tosylate,Sirolimus,HT29,-5.333333333333333
Mitotane,Paclitaxel,A549/ATCC,-2.888888888888889
Nilotinib,Cladribine,T-47D,-5.777777777777778
Paclitaxel,Imatinib mesylate,SF-268,-5.4444444444444455
Fulvestrant,Cladribine,A498,-1.6666666666666667
Mitotane,Paclitaxel,HOP-92,0.6666666666666666
Sorafenib tosylate,Everolimus,DU-145,-1.2222222222222223
Everolimus,Nilotinib,K-562,-9.777777777777779
Thalidomide,Cladribine,HCT-15,-0.7777777777777778
Dasatinib,Tamoxifen citrate,K-562,49.66666666666666
Fulvestrant,Imatinib mesylate,UACC-62,-2.333333333333333
Sirolimus,Tamoxifen citrate,RPMI-8226,9.0
Vinblastine sulfate (hydrate),Everolimus,NCI-H460,-2.4444444444444446
Fulvestrant,Celecoxib,BT-549,-7.666666666666668
Tamoxifen citrate,Tretinoin,HOP-62,-26.0
Sorafenib tosylate,Sirolimus,SW-620,-8.888888888888891
Vinblastine sulfate (hydrate),Imatinib mesylate,NCI-H226,-4.777777777777779
Sorafenib tosylate,Sirolimus,A498,3.111111111111111
Dasatinib,Vorinostat,HCT-116,4.111111111111111
Mitotane,Tretinoin,EKVX,3.6666666666666665
Paclitaxel,Sirolimus,HT29,-17.11111111111111
Docetaxel,Vinblastine sulfate (hydrate),A498,-4.111111111111111
Imatinib mesylate,Tamoxifen citrate,HOP-92,-0.7777777777777778
Thalidomide,Sirolimus,NCI-H322M,-2.1111111111111107
Tretinoin,Cladribine,ACHN,-1.7777777777777777
Quinacrine hydrochloride,Docetaxel,A498,-8.777777777777779
Vorinostat,Tamoxifen citrate,SK-MEL-28,-14.111111111111107
Paclitaxel,Cladribine,SW-620,-2.0
Tamoxifen citrate,Celecoxib,MDA-MB-231/ATCC,5.4444444444444455
Tretinoin,Cladribine,SF-268,-24.0
Sorafenib tosylate,Paclitaxel,HOP-92,15.222222222222221
Sorafenib tosylate,Docetaxel,HCT-116,17.555555555555557
Docetaxel,Tretinoin,SF-539,32.22222222222222
Sorafenib tosylate,Cladribine,OVCAR-4,-7.222222222222222
Everolimus,Paclitaxel,HL-60(TB),27.88888888888889
Thalidomide,Sirolimus,SK-MEL-28,-1.2222222222222223
Fulvestrant,Vorinostat,SF-295,-0.7777777777777778
Vorinostat,Tretinoin,KM12,-9.555555555555557
Sorafenib tosylate,Romidepsin,NCI-H226,0.7777777777777778
Romidepsin,Nilotinib,SK-MEL-5,-16.666666666666668
Everolimus,Imatinib mesylate,SK-MEL-28,-39.55555555555557
Fulvestrant,Celecoxib,A498,-3.7777777777777777
Fulvestrant,Vorinostat,A498,-1.4444444444444444
Quinacrine hydrochloride,Docetaxel,IGROV1,7.333333333333332
Fulvestrant,Dasatinib,KM12,-13.0
Romidepsin,Tretinoin,NCI-H460,2.2222222222222223
Nilotinib,Celecoxib,NCI-H226,-2.4444444444444446
Cladribine,Celecoxib,SF-539,-10.111111111111107
Sirolimus,Vinblastine sulfate (hydrate),A549/ATCC,0.8888888888888888
Gefitinib,Lenalidomide,SF-295,-3.2222222222222223
Quinacrine hydrochloride,Docetaxel,SK-MEL-5,-4.0
Mitotane,Everolimus,UACC-257,-5.5555555555555545
Fulvestrant,Cladribine,SF-539,-7.333333333333332
Mitotane,Docetaxel,NCI-H226,15.333333333333336
Thalidomide,Tamoxifen citrate,RPMI-8226,-4.777777777777779
Paclitaxel,Cladribine,UACC-62,4.111111111111111
Fulvestrant,Vorinostat,NCI-H226,2.2222222222222223
Sorafenib tosylate,Imatinib mesylate,IGROV1,-4.666666666666667
Mitotane,Docetaxel,KM12,-3.888888888888889
Thalidomide,Tamoxifen citrate,BT-549,-2.1111111111111107
Dasatinib,Cladribine,SK-MEL-28,-9.555555555555557
Sorafenib tosylate,Vorinostat,SW-620,-12.444444444444445
Sorafenib tosylate,Cladribine,ACHN,-5.888888888888888
Sirolimus,Nilotinib,EKVX,0.0
Sirolimus,Vinblastine sulfate (hydrate),BT-549,-4.777777777777779
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),NCI-H460,-1.1111111111111112
Sorafenib tosylate,Tretinoin,SK-MEL-5,21.555555555555557
Nilotinib,Cladribine,HCT-116,-11.555555555555555
Paclitaxel,Tretinoin,NCI-H322M,7.333333333333332
Vinblastine sulfate (hydrate),Sirolimus,SF-268,-3.888888888888889
Docetaxel,Imatinib mesylate,KM12,23.33333333333333
Vinblastine sulfate (hydrate),Cladribine,SK-MEL-28,0.6666666666666666
Thalidomide,Mitotane,RPMI-8226,-3.4444444444444446
Sorafenib tosylate,Tretinoin,NCI-H460,4.111111111111111
Romidepsin,Paclitaxel,A549/ATCC,0.1111111111111111
Mitotane,Tamoxifen citrate,A549/ATCC,-7.222222222222222
Fulvestrant,Paclitaxel,HOP-62,0.3333333333333333
Docetaxel,Cladribine,DU-145,-4.5555555555555545
Docetaxel,Sirolimus,OVCAR-3,7.666666666666668
Sorafenib tosylate,Imatinib mesylate,HT29,-4.4444444444444455
Everolimus,Tretinoin,A549/ATCC,-1.2222222222222223
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),HT29,-12.333333333333336
Docetaxel,Tretinoin,RPMI-8226,21.0
Quinacrine hydrochloride,Mitotane,OVCAR-8,-1.3333333333333333
Thalidomide,Tamoxifen citrate,DU-145,-3.4444444444444446
Dasatinib,Sirolimus,T-47D,-0.2222222222222222
Vinblastine sulfate (hydrate),Tretinoin,NCI-H322M,2.2222222222222223
Dasatinib,Vorinostat,HT29,-1.8888888888888888
Mitotane,Dasatinib,U251,-4.4444444444444455
Thalidomide,Tretinoin,OVCAR-8,-3.4444444444444446
Dasatinib,Docetaxel,T-47D,5.5555555555555545
Romidepsin,Nilotinib,SW-620,2.333333333333333
Romidepsin,Nilotinib,HCT-116,-4.4444444444444455
Thalidomide,Paclitaxel,ACHN,2.2222222222222223
Cladribine,Celecoxib,A549/ATCC,-4.0
Sorafenib tosylate,Everolimus,NCI-H23,-9.777777777777779
Mitotane,Paclitaxel,UACC-62,0.4444444444444444
Thalidomide,Vinblastine sulfate (hydrate),SW-620,-0.4444444444444444
Dasatinib,Cladribine,UACC-257,-5.333333333333333
Fulvestrant,Vorinostat,HOP-62,-3.111111111111111
Fulvestrant,Everolimus,HCT-116,10.333333333333334
Romidepsin,Celecoxib,MDA-MB-231/ATCC,9.666666666666666
Vorinostat,Vinblastine sulfate (hydrate),NCI-H226,-7.1111111111111125
Sorafenib tosylate,Romidepsin,HCT-116,11.666666666666664
Tretinoin,Celecoxib,SK-OV-3,-3.4444444444444446
Tamoxifen citrate,Celecoxib,OVCAR-3,0.1111111111111111
Quinacrine hydrochloride,Cladribine,CAKI-1,-6.333333333333332
Sorafenib tosylate,Romidepsin,CAKI-1,-3.2222222222222223
Docetaxel,Tamoxifen citrate,HL-60(TB),55.33333333333334
Vinblastine sulfate (hydrate),Everolimus,CAKI-1,-11.888888888888893
Thalidomide,Tamoxifen citrate,A498,-2.2222222222222223
Everolimus,Cladribine,SF-539,-2.333333333333333
Paclitaxel,Tamoxifen citrate,T-47D,-1.6666666666666667
Vorinostat,Docetaxel,OVCAR-4,-0.8888888888888888
Nilotinib,Cladribine,KM12,-3.333333333333333
Everolimus,Docetaxel,SW-620,2.555555555555556
Fulvestrant,Nilotinib,EKVX,-5.333333333333333
Mitotane,Dasatinib,OVCAR-3,-5.222222222222221
Dasatinib,Cladribine,SF-268,-3.0
Vinblastine sulfate (hydrate),Everolimus,MDA-MB-231/ATCC,-4.4444444444444455
Docetaxel,Celecoxib,OVCAR-3,19.444444444444443
Sirolimus,Tamoxifen citrate,BT-549,6.4444444444444455
Tamoxifen citrate,Tretinoin,SW-620,-2.7777777777777777
Sorafenib tosylate,Tretinoin,LOX IMVI,9.333333333333334
Vinblastine sulfate (hydrate),Romidepsin,BT-549,-3.555555555555556
Sorafenib tosylate,Dasatinib,T-47D,-1.5555555555555556
Vorinostat,Sirolimus,A498,-5.777777777777778
Romidepsin,Cladribine,SW-620,-2.333333333333333
Vinblastine sulfate (hydrate),Tretinoin,NCI-H522,9.444444444444443
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),EKVX,-4.777777777777779
Fulvestrant,Dasatinib,DU-145,-1.4444444444444444
Nilotinib,Celecoxib,HOP-92,-2.7777777777777777
Sorafenib tosylate,Imatinib mesylate,DU-145,-11.777777777777779
Sorafenib tosylate,Celecoxib,SK-MEL-28,-2.333333333333333
Quinacrine hydrochloride,Cladribine,OVCAR-3,1.8888888888888888
Tamoxifen citrate,Celecoxib,HCT-116,-17.88888888888889
Dasatinib,Paclitaxel,K-562,13.111111111111107
Everolimus,Vorinostat,PC-3,1.6666666666666667
Vinblastine sulfate (hydrate),Tretinoin,MCF7,10.444444444444443
Fulvestrant,Tamoxifen citrate,HOP-62,-11.333333333333336
Thalidomide,Tretinoin,MDA-MB-468,-0.1111111111111111
Quinacrine hydrochloride,Cladribine,SK-MEL-5,-4.111111111111111
Vinblastine sulfate (hydrate),Imatinib mesylate,SK-OV-3,-7.4444444444444455
Romidepsin,Tretinoin,SF-539,7.333333333333332
Tretinoin,Celecoxib,UO-31,-4.4444444444444455
Everolimus,Imatinib mesylate,U251,-11.444444444444445
Thalidomide,Paclitaxel,NCI-H522,2.7777777777777777
Quinacrine hydrochloride,Sirolimus,HOP-62,-7.777777777777778
Sorafenib tosylate,Celecoxib,NCI-H23,-6.888888888888888
Quinacrine hydrochloride,Paclitaxel,MDA-MB-231/ATCC,4.888888888888889
Thalidomide,Tamoxifen citrate,MCF7,0.0
Sorafenib tosylate,Nilotinib,DU-145,-1.5555555555555556
Romidepsin,Vinblastine sulfate (hydrate),HT29,-6.0
Dasatinib,Docetaxel,BT-549,-1.3333333333333333
Sorafenib tosylate,Cladribine,UACC-62,-4.111111111111111
Dasatinib,Sirolimus,OVCAR-3,-1.0
Quinacrine hydrochloride,Tamoxifen citrate,MDA-MB-231/ATCC,-0.3333333333333333
Sorafenib tosylate,Vorinostat,SF-268,0.4444444444444444
Imatinib mesylate,Tamoxifen citrate,UACC-257,-1.0
Vorinostat,Imatinib mesylate,SF-539,1.1111111111111112
Imatinib mesylate,Celecoxib,DU-145,-2.555555555555556
Dasatinib,Paclitaxel,MDA-MB-468,-1.2222222222222223
Imatinib mesylate,Tretinoin,IGROV1,-4.2222222222222205
Imatinib mesylate,Cladribine,SF-539,-3.4444444444444446
Thalidomide,Mitotane,NCI-H226,-3.0
Fulvestrant,Sirolimus,HT29,-0.1111111111111111
Vinblastine sulfate (hydrate),Imatinib mesylate,A498,0.8888888888888888
Tamoxifen citrate,Cladribine,K-562,0.0
Paclitaxel,Imatinib mesylate,IGROV1,9.222222222222221
Quinacrine hydrochloride,Sirolimus,T-47D,1.7777777777777777
Tamoxifen citrate,Tretinoin,MDA-MB-468,2.333333333333333
Docetaxel,Celecoxib,DU-145,13.666666666666664
Vorinostat,Nilotinib,DU-145,-4.5555555555555545
Paclitaxel,Imatinib mesylate,UACC-257,4.666666666666667
Docetaxel,Celecoxib,K-562,23.555555555555557
Everolimus,Celecoxib,A549/ATCC,-0.1111111111111111
Imatinib mesylate,Tretinoin,BT-549,-6.4444444444444455
Sirolimus,Imatinib mesylate,NCI-H226,-4.2222222222222205
Everolimus,Paclitaxel,KM12,-9.0
Docetaxel,Paclitaxel,SK-MEL-5,-1.3333333333333333
Everolimus,Vorinostat,SF-539,-4.2222222222222205
Everolimus,Nilotinib,UACC-257,-11.888888888888893
Sorafenib tosylate,Tamoxifen citrate,HOP-62,-6.888888888888888
Nilotinib,Tamoxifen citrate,IGROV1,-2.4444444444444446
